借据流水号,客户编号,客户名称,业务品种,是否表外,起始日期,到期日期,年利率,放款金额,借据余额,附加担保方式,业务品种大类,逾期天数,五级分类,经办人,业务品种细分,核心企业名称,组织机构证注册地,营业执照证注册地,统一社会信息证注册地,注册地址,利率调整周期,下一结息日,所属部门HR,终结日期,还款金额,ECIF客户号
2025062800000018,2025031200000005,郑州领旭钢铁有限公司,反向保理,表内,2025-06-28,2026-06-21,6,122172.42,122172.42,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市管城回族区,,2026-06-21,供应链金融部,,0E-20,320022023213
2025052300000027,2025051900000014,上海赛合贸易有限公司,反向保理,表内,2025-05-23,2025-11-19,6.5,10000000,10000000,,贸易融资,0,1-正常,陈磊,线上供应链-瑞e保,上海卓钢链电子商务有限公司,上海市嘉定区,上海市嘉定区,上海市嘉定区,上海市青浦区,,2025-11-19,市场营销三部,,0E-20,310022613924
2024100800000038,2023050900000016,河北硕创贸易有限公司,反向保理,表内,2024-10-08,2025-10-03,6.5,111408.5,111408.5,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河北省邯郸市复兴区,河北省邯郸市复兴区,河北省邯郸市复兴区,河北省邯郸市复兴区,,2025-10-03,供应链金融部,,0E-20,320014158226
2024092900000072,2023050900000016,河北硕创贸易有限公司,反向保理,表内,2024-09-29,2025-09-24,6.5,111339,111339,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河北省邯郸市复兴区,河北省邯郸市复兴区,河北省邯郸市复兴区,河北省邯郸市复兴区,,2025-09-24,供应链金融部,,0E-20,320014158226
PJ20250428000013,2023051500000011,上海青璨贸易有限公司,银行承兑汇票,表外,2025-04-28,2025-10-28,100,10000000,10000000,,票据,0,1-正常,吴一彬,,,上海市普陀区,上海市普陀区,上海市普陀区,上海市普陀区,,,,,0E-20,310015762630
PJ20250428000012,2023051500000011,上海青璨贸易有限公司,银行承兑汇票,表外,2025-04-28,2025-10-28,100,10000000,10000000,,票据,0,1-正常,吴一彬,,,上海市普陀区,上海市普陀区,上海市普陀区,上海市普陀区,,,,,0E-20,310015762630
2024080900000004,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-08-09,2026-02-03,6.5,252646.68,252646.68,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-08-03,供应链金融部,,0E-20,200002480813
2025072300000040,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-07-23,2026-07-18,6,115173.06,115173.06,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-07-18,供应链金融部,,0E-20,200002480813
2025021300000007,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-02-13,2026-02-08,6.5,134487.6,134487.6,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-02-08,供应链金融部,,0E-20,200002480813
2025022100000014,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-02-21,2026-02-16,6,114320.7,114320.7,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-02-16,供应链金融部,,0E-20,200002480813
2024100800000074,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-10-08,2025-10-03,6.5,149038.8,149038.8,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-10-03,供应链金融部,,0E-20,200002480813
2025030700000018,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-03-07,2026-03-02,6,120884.4,120884.4,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-03-02,供应链金融部,,0E-20,200002480813
2024123000000024,2019061800000067,陕西东乐物资有限公司,反向保理,表内,2024-12-30,2025-12-25,6.5,129519.39,129519.39,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市灞桥区,陕西省西安市灞桥区,陕西省西安市灞桥区,陕西省西安市,,2025-12-25,供应链金融部,,0E-20,200002482189
2024091900000003,2019062000000075,重庆市耀辉物资有限公司,反向保理,表内,2024-09-19,2026-03-07,6.5,110977.03,110977.03,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,重庆市九龙坡区,重庆市九龙坡区,重庆市九龙坡区,重庆市九龙坡区,,2025-09-07,供应链金融部,,0E-20,200002495330
2024092900000041,2019071700000055,天峰供应链有限公司,反向保理,表内,2024-09-29,2026-03-24,6.5,135273.6,135273.6,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市,,2025-09-24,供应链金融部,,0E-20,200002552499
2025012400000003,2023112300000008,无锡红豆居家服饰有限公司,普通流动资金贷款,表内,2025-01-24,2026-01-24,6.5,6000000,6000000,,一般贷款,72,2-关注,朱强,一般贷款,,江苏省无锡市锡山区,江苏省无锡市锡山区,江苏省无锡市锡山区,江苏省无锡市锡山区,,2025-03-21,公司业务三部,,0E-20,320017850902
PJ20250609000036,2024041300000032,上海右笔贸易有限公司,银行承兑汇票,表外,2025-06-09,2025-12-09,100,50000000,50000000,,票据,0,1-正常,周鑫（客户经理）,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,310019210725
PJ20250310000011,2024052400000037,上海垒灿实业有限公司,银行承兑汇票,表外,2025-03-10,2025-09-10,100,10000000,10000000,,票据,0,1-正常,徐淑颖,,,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,,,,0E-20,310018597593
PJ20250310000013,2024052400000037,上海垒灿实业有限公司,银行承兑汇票,表外,2025-03-10,2025-09-10,100,10000000,10000000,,票据,0,1-正常,徐淑颖,,,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,,,,0E-20,310018597593
2025030700000019,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-03-07,2026-03-02,6,131692.8,131692.8,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-03-02,供应链金融部,,0E-20,200002480813
2024091100000007,2019061800000067,陕西东乐物资有限公司,反向保理,表内,2024-09-11,2026-03-04,6.5,122678.77,122678.77,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市灞桥区,陕西省西安市灞桥区,陕西省西安市灞桥区,陕西省西安市,,2025-09-04,供应链金融部,,0E-20,200002482189
2024071900000020,2019062000000075,重庆市耀辉物资有限公司,反向保理,表内,2024-07-19,2026-01-14,6.5,384768.61,384768.61,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,重庆市九龙坡区,重庆市九龙坡区,重庆市九龙坡区,重庆市九龙坡区,,2025-07-14,供应链金融部,,0E-20,200002495330
2024073000000038,2019071700000055,天峰供应链有限公司,反向保理,表内,2024-07-30,2026-01-25,6.5,117262.85,117262.85,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市,,2025-07-25,供应链金融部,,0E-20,200002552499
2024092700000015,2019071700000055,天峰供应链有限公司,反向保理,表内,2024-09-27,2026-03-22,6.5,168863.52,168863.52,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市,,2025-09-22,供应链金融部,,0E-20,200002552499
2024073000000037,2019071700000055,天峰供应链有限公司,反向保理,表内,2024-07-30,2026-01-25,6.5,113350.2,113350.2,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市,,2025-07-25,供应链金融部,,0E-20,200002552499
2025032800000032,2018100900000009,郑州郑发钢铁有限公司,反向保理,表内,2025-03-28,2026-03-23,6,112983,112983,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市,,2026-03-23,供应链金融部,,0E-20,200002022603
2024080500000041,2019061800000047,广州钢易商贸有限公司,反向保理,表内,2024-08-05,2026-01-31,6.5,109279.8,109279.8,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市,,2025-07-31,供应链金融部,,0E-20,200002511793
2024082200000039,2019061800000047,广州钢易商贸有限公司,反向保理,表内,2024-08-22,2026-02-17,6.5,102297.6,102297.6,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市,,2025-08-17,供应链金融部,,0E-20,200002511793
2025010200000016,2021061500000677,日照小马奔腾供应链有限公司,反向保理,表内,2025-01-02,2025-12-28,6.5,140787.63,140787.63,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,,2025-12-28,供应链金融部,,0E-20,320008950271
PJ20250625000045,2021121200000002,上海诚沐贸易有限公司,银行承兑汇票,表外,2025-06-25,2025-12-25,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市金山区,上海市金山区,上海市金山区,上海市金山区,,,,,0E-20,310012485265
2022062400000511,2022030400000104,上海景龙物业服务有限公司,并购项目贷款,表内,2022-06-24,2026-06-04,7.8,190000000,185900000,质押,一般贷款,0,1-正常,秦婧婷,,,上海市闵行区,上海市闵行区,上海市闵行区,上海市闵行区,,2022-09-21,公司业务三部,,4100000.000000000000,310013182582
2024092900000074,2023050900000016,河北硕创贸易有限公司,反向保理,表内,2024-09-29,2025-09-24,6.5,117941.5,117941.5,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河北省邯郸市复兴区,河北省邯郸市复兴区,河北省邯郸市复兴区,河北省邯郸市复兴区,,2025-09-24,供应链金融部,,0E-20,320014158226
2025012200000002,2023112300000008,无锡红豆居家服饰有限公司,普通流动资金贷款,表内,2025-01-22,2026-01-22,6.5,5000000,5000000,,一般贷款,72,2-关注,朱强,一般贷款,,江苏省无锡市锡山区,江苏省无锡市锡山区,江苏省无锡市锡山区,江苏省无锡市锡山区,,2025-03-21,公司业务三部,,0E-20,320017850902
2025011500000010,2023112300000008,无锡红豆居家服饰有限公司,普通流动资金贷款,表内,2025-01-15,2026-01-15,6.5,7000000,7000000,,一般贷款,0,2-关注,朱强,一般贷款,,江苏省无锡市锡山区,江苏省无锡市锡山区,江苏省无锡市锡山区,江苏省无锡市锡山区,,2025-03-21,公司业务三部,,0E-20,320017850902
PJ20250606000051,2023032100000002,上海星励贸易有限公司,银行承兑汇票,表外,2025-06-06,2025-12-06,100,100000000,100000000,,票据,0,1-正常,胡全兴,,,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,,,,0E-20,310014623981
2024080100000021,2023050900000010,北京恒瑞腾辉物资有限公司,反向保理,表内,2024-08-01,2026-01-26,6.5,136466.43,136466.43,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市昌平区,北京市昌平区,北京市昌平区,北京市昌平区,,2025-07-26,供应链金融部,,0E-20,320015340873
PJ20250515000003,2023051500000011,上海青璨贸易有限公司,银行承兑汇票,表外,2025-05-15,2025-11-15,100,10000000,10000000,,票据,0,1-正常,吴一彬,,,上海市普陀区,上海市普陀区,上海市普陀区,上海市普陀区,,,,,0E-20,310015762630
2024092700000016,2019071700000055,天峰供应链有限公司,反向保理,表内,2024-09-27,2026-03-22,6.5,56643.3,56643.3,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市,,2025-09-22,供应链金融部,,0E-20,200002552499
2024092900000043,2019071700000055,天峰供应链有限公司,反向保理,表内,2024-09-29,2026-03-24,6.5,120134.46,120134.46,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市,,2025-09-24,供应链金融部,,0E-20,200002552499
2024092700000018,2019071700000055,天峰供应链有限公司,反向保理,表内,2024-09-27,2026-03-22,6.5,132387.4,132387.4,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市,,2025-09-22,供应链金融部,,0E-20,200002552499
2025021400000005,2023070700000009,内蒙古臻邦再生资源有限责任公司,反向保理,表内,2025-02-14,2026-02-13,3.95,10000000,10000000,,贸易融资,0,1-正常,周鑫（客户经理）,线上供应链-瑞e保,上海中振交通装备有限公司,内蒙古自治区包头市土默特右旗,内蒙古自治区包头市土默特右旗,内蒙古自治区包头市土默特右旗,内蒙古自治区包头市土默特右旗,,2026-02-13,公司业务一部,,0E-20,320016196751
PJ20250609000001,2023090800000002,上海泽雨化工有限公司,银行承兑汇票,表外,2025-06-09,2025-12-09,100,30000000,30000000,,票据,0,1-正常,陈雄,,,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,,,,0E-20,310016916885
PJ20250529000019,2024011800000001,上海儒绅实业有限公司,银行承兑汇票,表外,2025-05-29,2025-11-29,100,40400000,40400000,,票据,0,1-正常,胡全兴,,,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,,,,0E-20,310018519349
PJ20250428000031,2023121100000006,上海轻盛贸易有限公司,银行承兑汇票,表外,2025-04-28,2025-10-28,100,50000000,50000000,,票据,0,1-正常,胡全兴,,,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,,,,0E-20,310017841175
